Restaurant Name,Cuisines,Address,City,Postcode,Phone Number,Reviews,Average Review
"McMonagles Fish, Chips & Pizzeria","Fish & Chips, Pizza, Halal",1 Argyle Road Clydebark,Glasgow,G81 1QA,1419512444,3890,5
New Ruby,"Chinese, Oriental",18 Pennan Place,Glasgow,G14 0EA,1419501999,26,5.5
Pauls Fast Foods,"Italian, Pizza",12 Drumchapel Road,Glasgow,G15 6QE,1419444195,1725,4.5
Four Pound Shop,"Chinese, Oriental",26 Alexander Street,Clydebank,G81 1RZ,1414633119,576,4.5
Hot & Spicy,"Indian, Pizza, Halal",18 Alexander Street Clydebark,Glasgow,G81 1RZ,1419526555,497,5
New Kismet Tandoori,"Indian, Pizza, Halal",311 Drumry Road East,Glasgow,G15 8PA,1419445620,1022,4.5
Spicy Mix,"Indian, Pizza, Halal",10 Drumchapel Road,Glasgow,G15 6QE,1419444646,1249,5
Kung Fu Chinese Take Away,"Chinese, Oriental",1995-1997 Dunbarton Road,Glasgow,G14 0HZ,1419506869,315,4.5
Sajjan,"Indian, Pizza, Halal",2372 Dumberton Road,Glasgow,G14 0QL,1419511839,1655,5.5
Mr Tasty,"Italian, Indian",20 Fleming Avenue,Clydebank,G81 1AJ,1419520141,923,5
KFC Clydebank,Chicken,59 Livingston Street,Clydebank,G81 2XA,2039126648,384,4
Stefanos Fastfood,"Fish & Chips, British",Drumry Road East,Glasgow,G15 8PA,1419491500,136,4.5
Roma Fish & Chips,"Fish & Chips, Pizza",469 Dumbarton Road,Dalmuir,G81 4DT,1415620028,964,5
Wok In,"Chinese, Oriental",1919 Dumbarton Rd,Glasgow,G14 0YS,1419543336,269,5.5
Mede Food Club,"Turkish, Indian",296 Faifley Road,Clydebank,G81 5EY,1389879442,187,5
Levant,"Indian, Kebab",77 Kinfauns Drive,Glasgow,G15 7TG,7572481552,44,5.5
Munchies,"Kebab, Pizza, Halal",260 Faifley Road,Glasgow,G81 5EH,1389299463,216,4.5
Bombay Grill,"Indian, Curry",19-21 Glasgow Road,Clydesbank,G81 5PJ,1389879803,495,5.5
Rinaldos,"Indian, Italian",75-77 Kinfauns Drive,Glasgow,G15 7TG,1419447068,450,4.5
Wee Fatty's Ice Cream and Dessert,"Ice Cream, Desserts",2481 Dumbarton Road,Glasgow,G14 0PR,7432727592,44,5
Papa Gills,"Indian, Kebab, Halal",2376 Dumbarton Rd,Lanarkshire,G14 0QL,1419514899,374,5
Cafe 81,"Café, British",2-16 Braes Avenue,Clydebank,G81 1DP,7706460586,28,5
Spice Chilli Indian Restaurant & Takeaway,"Indian, Curry, Halal","Unit 8, Baljaffray shopping centre, Bearsden",Glasgow,G61 4RN,1419424445,347,5.5
New Cafe Punjab,"Indian, Pizza, Halal",18 Alexander Street,18 Alexander Street,G81 1RZ,1419526960,122,5.5
Tasty Chippy,"Fish & Chips, Indian",20 Fleming Avenue,Clydebank,G81 1AJ,1419527040,86,4
Matzaluna,"Pizza, Desserts",Clydebank Regional shopping centre,Glasgow,G81 2RZ,8448846865,43,5
Pizza Hut Delivery - Scotstounhill,"Pizza, Salads",726 Anniesland Road,Glasgow,G14 0YU,1414341111,52,4
Treatz Delivered,"Desserts, Ice Cream",423 Glasgow Road,Dumbarton,G81 1LW,1419529090,101,4
Little Soho Jordan Hill,"Italian, Pizza",513 Crow Road Glasgow,Glasgow,G13 1NU,0141 959 1960,21,5
Shimla Pinks,"Indian, Curry, Halal",758 Anniesland Road,Glasgow,G14 0YU,1412379760,181,5
Wee Fatty's,"Breakfast, Burgers",2481 Dumbarton Road,Glasgow,G14 0PR,1419512258,210,5
Papa Joes,"Breakfast, Lunch",127 Dalsetter Avenue,Glasgow,G15 8TE,1412376470,366,4.5
Deli De Mamá,"Breakfast, Burgers",1874 Dumbarton Road,Glasgow,G14 0YA,1419547126,627,5
Nell's Kitchen,"Breakfast, Grill",4 Bayfield Terrace,Glasgow,G15 7EJ,1419441000,311,6
Marinis,"Fish & Chips, Pizza",41 Milngavie Road,Bearsden,G61 2DW,1419430400,45,5
Chapati,"Indian, Pizza, Halal",2017 Dumbarton Road,Glasgow,G14 0HY,1415760118,146,5
Spicy Corner,"Indian, Curry",199 Crossloan Road,Glasgow,G51 3QD,1414451200,301,5
Harvester Hillington,"Burgers, Chicken",Napier Road,Glasgow,G52 4DR,2039126648,15,3.5
Burger King Hillington,"Burgers, American",Hillington Road,Glasgow,G52 4BL,2039126648,383,4.5
Mexita Clydebank,"Mexican, Italian, Halal",468 Dumbarton Road,Glasgow,G81 4DN,1419527878,507,5
Taj Mahal,"Indian, Curry, Halal",66 Dumbarton Road,Duntocher,G81 6HE,1389298022,675,5
Raja's Indian Takeaway,"Indian, Pizza, Halal",144 Duntocher Road,Glasgow,G81 3NQ,1419514441,1519,5
Little India,"Indian, Pizza, Halal",574 Kilbowie Road,Clydebank,G81 6QU,1389877555,166,5
Bennie's Fast Food,"Fish & Chips, Indian",495 Kilbowie Road,Clydebank,G81 2AX,01389 878822,131,4.5
Clyde Cross Traditional Fish & Chips,"Fish & Chips, Kebab",4 Chalmers Street,Glasgow,G81 1RT,1419526808,364,5.5
Worldwide Munchies,"Kebab, Fast Food, Halal",260 Faifley Road,Clydebank,G81 5EH,1389299463,65,4.5
Nemo's Fastfoods,"Fish & Chips, Pizza",37 Glasgow Road,Dunbartonshire,G81 5PJ,1389877633,192,4.5
Diva,"Italian, Indian",7 Stewart Street Clydebank,Glasgow,G81 4AD,1419520354,184,5
Sweet Tooth,"Desserts, Ice Cream",495 Kilbowie Road,Glasgow,G81 2AX,1389878822,20,4.5
Faifley Deli,"Breakfast, Café",292 Faifley Road,Clydebank,G81 5EY,1389873315,110,4.5
Jaconelli's,"Fish & Chips, Italian",1419 Maryhill Road,Glasgow,G20 9AA,1419462605,1061,5
Kenny's Takeaway,"Chinese, Oriental",1847 Maryhill Road,Glasgow,G20 0DE,1419451615,1008,5
Silver Inn,"Chinese, Oriental",1415 Maryhill Road,Glasgow,G20 9AA,1419453969,428,5
New Lucky Star,"Chinese, Oriental",34 Cottar Street,Glasgow,G20 0NL,1419460333,336,5
Chillies Hawthorn St,"Indian, Curry, Halal",405 Hawthorn Street,Possilpark,G22 6EN,1413362597,2304,5.5
Captain's Catch,"Fish & Chips, Pizza",425 Balmore Road,Glasgow,G22 6NT,1413367360,959,5.5
La Vita Bishopbriggs,"Italian, Pizza",185 - 189 Kirkintilloch Road,Glasgow,G64 2LS,1417721333,1549,5
Jasmine's,"Indian, Kebab",15 Kilfinan Street Glasgow,Lanarkshire,G22 6QR,1413368569,395,5.5
Chilli Pepper Grill,"Indian, Pizza, Halal",693 Balmore Road,Glasgow,G22 6QT,1413368186,54,5
Mo's Spicy Cottage,"Indian, Curry",57 Liddesdale Square,Glasgow,G22 7BT,1417725111,75,5.5
Flames All In One,"Indian, Pizza, Halal",139 Ashfield Street,Glasgow,G22 6HH,1413365677,549,4.5
Orlandos,"Fish & Chips, Pizza",37 Skerray Street,Lanarkshire,G22 7PY,1417621010,332,5.5
Oriental Cuisine,"Chinese, Oriental",209 Springburn Way,Glasgow,G21 1DU,1415589666,26,5.5
Wee Indian,"Indian, Pizza",325 Forge Street,Glasgow,G21 2AH,7412358623,32,5.5
Star Five In One Fastfood Takeaway,"Indian, American, Halal",560a Broomfield Road,Glasgow,G21 3HN,1415571616,2305,4.5
Sky Dragon,"Chinese, Oriental",12 Broomknowes Road,Glasgow,G21 4YE,1415586828,261,5
Wallace Tandoori,"Indian, Curry",231 Wallacewell Road,Glasgow,G21 3PR,1415575669,323,5
Seven Stars Spices,Indian,18 Quarrywood Avenue,Glasgow,G21 3ES,1415573355,388,5
Sunlight,Chinese,"Unit 1,100 Auchinairn Road",Glasgow,G64 1NQ,1417723779,12,5
Gianni's,"Fish & Chips, Pizza",140 Auchinairn Road,Bishopbriggs,G64 1NQ,1417721237,502,4.5
Dina's,"Indian, Curry",124E Kirkintilloch Road,Glasgow,G64 2AB,1417722202,1154,5
Cha Cha G'z,"Turkish, Indian, Halal","140a Auchinairn Road, Bishopbriggs",Glasgow,G64 1NQ,1417728181,943,5
Sher Gills Takeaway,"Indian, Italian, Halal",739 Cumbernauld Road,Glasgow,G33 2EP,1417700999,170,5
All In One,"Indian, Italian",12 Marne Street,Glasgow,G31 2TD,1415543000,444,4.5
Spices,"Indian, Curry",93A Auchinairn Road,Bishopbriggs,G64 1NF,1417722121,783,4.5
The Gulistan Restaurant,"Indian, Curry",4 Beech Road,Bishopbriggs,G64 1NE,1417724444,626,4.5
Fish Hub,"Fish & Chips, English","Unit 1-2, 100 Auchinairn Road",Bishopbriggs,G64 1NQ,1417723777,35,5.5
King Tandoori Grill,"Indian, Grill, Halal",94 Smithycroft Road,Glasgow,G33 2RQ,1412581686,18,5
Papa John's - Bishopbriggs,"Pizza, American",Unit 4 100 Auchinairn Road,Bishopbriggs,G64 1NQ,1417721050,75,5
Amro's Tandoori,"Indian, Fish & Chips",1228 Royston Road,Glasgow,G33 1EX,1417704610,165,5
Taste Indian Cuisine,Indian,27 St. Mungo Street,Bishopbriggs,G64 1QT,1417724154,549,5
Kick Ass Burrito - Glasgow Fort,Mexican,"Unit 2, Glasgow Fort Shopping Park,",Glasgow,G34 9DL,2039126648,22,4
Hong Kong House,"Chinese, Oriental",140 Red Road,Lanarkshire,G21 4PJ,1415580088,1965,5.5
Glesga Grub,"Scottish, Breakfast",163 Auchinairn Road,Glasgow,G64 1NG,1413872178,995,5
Curry Cuisine,"Chinese, Cantonese",143 Balgrayhill Road,Glasgow,G21 3AE,1415573421,128,5
Cornstar Taco - Glasgow Fort,Mexican,"Unit 2, Glasgow Fort Shopping Park,",Glasgow,G34 9DL,2039126648,4,3
Burger Can,"Breakfast, Burgers",1265 Gallowgate,Glasgow,G31 4DX,7391995695,191,4
New Kismet Tandoori,"Indian, Pizza, Halal",512-514 Tollcross Road,Glasgow,G31 4XX,1415549297,486,5
Niko's Indian Takeaway & Chip Shop,"Indian, Fish & Chips",5 Balbeggie Street,Glasgow,G32 9ED,7728914533,5,5.5
Kadirs Fish & Chips Pizzeria,"Fish & Chips, Pizza",1418-1420 Gallowgate,Glasgow,G31 4DJ,1415518539,662,5.5
Feast From The East,"Chinese, Oriental",1385 Gallowgate,Glasgow,G31 4EX,1415508807,260,5.5
Nakodar Grill Restaurant,"Indian, Curry, Halal",13 Annfield Place,Glasgow,G31 2XQ,1415564430,731,5.5
McChans,"Curry, Chinese",Forge Shopping Centre 1221 Gallowgate,Lanarkshire,G31 4EB,1412371282,421,5
Sizzle & Spice,"Indian, Pizza, Halal",113 South Hallhill Road,Glasgow,G32 0PB,1417782835,2317,5
Ali's Original,"Indian, Pizza, Halal",815 Shettleston Road,Glasgow,G32 7NR,1417787188,342,4.5
Ali's Kebab House,"Indian, Pizza, Halal",887 Shettleston Road,Glasgow,G32 7NT,1417781000,1070,4
The Hot Wok,"Chinese, Oriental",1129 Toll Cross Road,Glasgow,G32 8HB,1417641888,1958,4.5
The Dragons Way,"Chinese, Oriental",111 South Hallhill Road,Glasgow,G32 0PB,1417630099,194,4.5
Chillies & Cream,"Pizza, Indian",1111 Edinburgh Road,Glasgow,G33 3QE,1417744848,221,5
China Daddy,"Chinese, Oriental",973 Carntyne Road,Glasgow,G32 6LY,1417743883,302,5
Tao Chinese Takeaway,"Chinese, Oriental",1111 Edinburgh Road,Glasgow,G33 3QE,1417748969,789,5
Cranhill Tandoori,"Indian, Curry",6B Lamlash Crescent,Glasgow,G33 3LQ,1417744496,218,5.5
Nonna Rina,"Pizza, Italian",21 Grantlea Terrace,Glasgow,G32 9JN,1417787759,363,5.5
Golden Bull,"Chinese, Oriental",920-924 Shettleston Road,Glasgow,G32 7XW,1417785555,362,5.5
Lucky Chen,"Chinese, Oriental",6a Lamlash Crescent,Glasgow,G33 3LQ,1417740985,51,5.5
Eat Well Fish & Chips,"Fish & Chips, Pizza",1094Shettleston Road,Glasgow,G32 7PH,7771112323,46,5
7 Spices Takeaway,"Indian, Pizza, Halal",975 Carntyne Road,Glasgow,G32 6LY,1417748181,540,4.5
Salt & Chili,"Chinese, Oriental",987 Tollcross Road,Glasgow,G32 8UU,1417781111,130,5
The Fullarton Grill & Pizzeria,"Indian, Fish & Chips",1240 Tollcross Road,Glasgow,G32 8HH,1417630333,183,5
Tandoori Hut,"Indian, Curry, Halal",1173 Shettleston Road,Glasgow,G32 7NB,1417787077,489,5
Wan's Golden Corner,"Chinese, Oriental",171 Westmuir Street,Glasgow,G31 5EX,1415561118,20,5
Tandoori Flavour New,"Indian, Fast Food, Halal",1069 Tollcross Road,Glasgow,G32 8UQ,1417780365,56,5
Sizzlers,"Indian, Pizza, Halal",1077 Tollcross Road,Glasgow,G32 8UQ,1417781012,381,5
Dolce Vita,"Fish & Chips, Pizza",1579 Shettleston Road,Glasgow,G32 9AS,1417785095,700,5
Fish & Chillies,"Fish & Chips, Indian",62 Springboig Road,Glasgow,G32 0JU,1417744549,369,4.5
Enzos Chippy,"Fish & Chips, Pizza",1200 Shettleston Road,Glasgow,G32 7PG,1417784053,42,5
Oriental Garden Chinese Takeaway,"Chinese, Noodles",174 Carmyle Avenue,Glasgow,G32 8EE,1416411888,222,5
Sea Salt,"Fish & Chips, Pizza",1100 Tollcross Road,Glasgow,G32 8UN,7564317775,70,5
Birdbox - Glasgow Fort,Chicken,Glasgow Fort Shopping Centre 705 Proven Walk,Glasgow,G34 9DY,2039126648,10,3.5
Buffet King Restaurant,"Indian, Curry",999 Tollcross Road,Glasgow,G32 8HH,1417630000,9,5
Cafe Zecchino,"Pizza, Fish & Chips",331-335 Cumbernauld Road,Glasgow,G31 3LP,1415548444,174,5.5
New Happy House,"Chinese, European",370 Amulree Street,Glasgow,G32 7SJ,1417640338,86,5.5
Rustico,"Breakfast, Italian",16 Grantlea Terrace,Glasgow,G32 9JN,7977481326,0,0
Rocks n Rolls,"Burgers, Breakfast",307 Westmuir Street,Glasgow,G31 5EX,7519399833,5,5
Kweilin,"Chinese, Oriental",31 Tollcross Road,Glasgow,G31 4UG,1415562722,120,5
Hurry Curry,"Indian, Pizza, Halal",67 Westmuir Street,Glasgow,G31 5EL,1415500700,252,5.5
China Chef,"Chinese, Oriental",529 Carntyne Road,Glasgow,G32 6JL,1417781991,1010,5.5
Italian Job Express,"Italian, Pizza",1 Cramond Terrace,Glasgow,G32 0PE,1417740000,1318,5
Dragon City,"Chinese, Oriental",590 Dalmarnock Road,Glasgow,G40 4NN,1415547557,17,4.5
Day/ Today @ Premier Express,"British, Breakfast",1585 Shettleston Road,Glasgow,G32 9AS,1417788861,133,5
Audrey's Deli,"Deli, Burgers, Halal",50 Inveresk Street,Glasgow,G32 6SN,7729634906,190,4.5
Frankie & Benny's - Glasgow Fort,"American, Burgers","Glasgow Fort Shopping Centre, 705 Proven Walk",Glasgow,G34 9DY,2039126648,27,4.5
Chillies,"Indian, Pizza, Halal",196 Main Street,Glasgow,G72 7EN,1416411990,1653,5
Spicy Village,"Indian, Curry",130 Dukes Road Burnside,Rutherglen,G73 5AF,1416130003,435,5
Lucky Star,"Chinese, Thai",7A Mossvale Crescent,Craigend,G33 5NZ,1417748998,995,4.5
Tandoori Knights,"Indian, Curry, Halal",74 Main Street,Glasgow,G72 7EP,1416461500,389,5
Marini's Baillieston,"Fish & Chips, Italian",64-66 Main Street,Glasgow,G69 6SL,1417811990,300,5
Madras Cottage,"Indian, Asian",146 Main Street,Glasgow,G69 6AH,1417734533,216,5
The Spice Boys,"Indian, Desserts, Halal",236 Swinton Road,Bailleston,G69 6DP,1417710013,647,5
Marcos Fish & Chips,"Fish & Chips, Pizza",59 Main Street,Glasgow,G69 6AD,1417730888,56,5.5
Cathay Cuisine (Baillieston),"Chinese, Noodles",1500 Edinburgh Road,Glasgow,G33 4EG,1417732189,224,5
Cafe India,"Indian, Italian",222 Stonelaw Road,Glasgow,G73 3SA,1416478526,1527,5
Club Bombay,"Indian, Curry",121 Main Street Baillieston,Glasgow,G69 6AA,1417714579,288,5
Vito Fast Food,"Fish & Chips, Pizza",1455 Edinburgh Road,Glasgow,G33 4EG,1417733000,262,5
India Palms (Indian Restaurant),"Indian, Pizza, Halal",3 Burn Place,Glasgow,G72 7DS,1416411974,721,5
Youngs kitchen,"Chinese, Oriental",113 Main Street,Glasgow,G69 6AA,1417710547,96,5
Bulls Burgers,"Burgers, American",1500 A Edinburgh Road,Glasgow,G33 4EG,1412307793,561,5.5
Taj Mahal,"Indian, Curry, Halal","Unit 2, 9 Glasgow Road",Glasgow,G69 6JT,1417733222,154,5
Zayka By Zico,"Curry, Kebab, Halal",8 Redcastle Square,Glasgow,G33 5EG,1413792792,68,5.5
Indiana Dome,"Indian, Curry",7 Burn Place,Cambuslang,G72 7DS,1416418420,26,5
Original Chillies,"Indian, Curry",70 Oldwood Road,Bailleston,G69 7AG,1417811800,628,5
CHEFRY,"Fish & Chips, Kebab",14 Quebec Wynd,Glasgow,G32 8AH,1416410707,61,4.5
Fratelli Restaurant,"Italian, Pizza",85 Glasgow Road,Cambuslang,G72 7DW,1416420642,83,4.5
"Bennys Pizzeria, Fish & Chips","Fish & Chips, Pizza",120 Main Street Cambuslang,Glasgow,G72 7EL,1416414457,550,3.5
Yummy's Desserts,"Desserts, Ice Cream",15 Barrachnie Road,Glasgow,G69 6HB,1412309921,259,4.5
Leo's,"Fish & Chips, Pizza",128 Main Street,Baillieston,G69 6AE,1417710042,267,5
Subway - Thorniewood Rd,Sandwiches,6 Thorniewood Road,Uddingston,G71 5QQ,2039126648,30,4
Chiquito - Glasgow Fort,Mexican,"Unit 2, Glasgow Fort Shopping Park,",Glasgow,G34 9DL,2039126648,24,5.5
Pizza Hut Delivery - Cambuslang,"Pizza, Salads",154-156 Main St,Glasgow,G72 7EL,1416461010,64,5
Harvester - Glasgow Fort,"Burgers, Chicken",Provan Walk,Glasgow,G34 9DL,2039126648,15,4.5
Chanda Cottage,"Indian, Curry, Halal","11 Barrachnie Road, Baillieston",Glasgow,G69 6HB,1417732020,280,4.5
Toby Carvery - Strathclyde Park,"Roast Dinners, British","Strathclyde Country Park, Hamilton Rd, Bellshill",Motherwell,ML1 3WB,2039126648,164,4
Coffee Corner,"Lunch, Breakfast",378 Ardgay Street,Glasgow,G32 9EE,1417783964,269,5.5
Jasmin Cottage,Chinese,1011 Shettleston Road,Glasgow,G32 7PB,1417781999,906,5
Aroma Hut,"Chinese, Thai",242 Hamilton Road,Cambuslang,G72 7PF,1416419696,577,5
Jay Jays,"Fish & Chips, English",19 Barrachnie Road,Glasgow,G69 6HB,1417719308,25,5.5
Good Choice,"Chinese, Thai",72 Old Wood Road,Glasgow,G69 7AG,1417713830,7,3.5
Happy Garden,"Chinese, Oriental",135 Glasgow Road,Baillieston,G69 6TA,1417731906,196,5.5
Tinto Tapas Bar,Spanish,105 Main Street,Uddingston,G71 7EW,1698801383,20,4.5
KFC Coatbridge - Showcase Leisure,Chicken,"Showcase Leisure Park, Langmuir Road",Coatbridge,G69 7TZ,2039126648,887,4.5
Stacks - Coatbridge,Burgers,Showcase Cinemas Langmuir Road,Coatbridge,G69 7RS,2039126648,10,3
Shakes Flakes And Cakes,"Desserts, Ice Cream",39 Lammermoor Road Kirkintilloch,Glasgow,G66 2AY,7835524491,4,2
Mario's,"Fish & Chips, Pizza",10 Redcastle Square,Glasgow,G33 5EG,1417746007,212,5.5
Nico's 4 In 1 Takeaway,"Indian, Curry",34 Wardie Road,Glasgow,G33 4PD,0141 7731717,580,5
Rubys,"Indian, Italian",1767 Cumbernauld Road,Glasgow,G33 1AA,1417794848,920,5
Craigend Chippy,"Fish & Chips, Kebab",1 Mossvale Crescent,Glasgow,G33 5NZ,1417745850,262,5
Jiu Long,"Chinese, Oriental",10 Dorlin Road,Glasgow,G33 6AP,1417799677,180,5.5
Gino's,"Fish & Chips, Pizza",1769 Cumbernauld Road,Glasgow,G33 1AA,1417792800,141,5
Real Spice,"Indian, Curry",103 Cumbernaud Road,Glasgow,G33 6EP,1417794529,803,5
Spice Cottage,"Indian, English, Halal",45 Conisborough Road,Glasgow,G34 9QN,1417814593,876,5.5
Spicy Bite,"Indian, Curry",84 Cumbernauld Road,Muirhead,G69 9AB,1417791488,201,4.5
Imrans,"Indian, Fish & Chips",38 Lochdochart Road,Glasgow,G34 0PU,1417733332,582,5
Bibis Indian Cuisine,"Indian, Curry, Halal",75 Lochend Road,Glasgow,G34 0JZ,1417731033,481,5
Frankie & Benny's Coatbridge,"Burgers, American",Showcase Cinemas,Glasgow,G69 7TZ,2039126648,76,4.5
Thai Cafe,"Thai, Curry",45A Townhead,Kirkintilloch,G66 1NG,1417761969,353,5.5
Indian Kitchen,"Indian, Curry",92 Cumbernauld Road,Muirhead,G69 9AB,1417794343,109,4.5
Lee Garden,"Chinese, Oriental",222 Main Street,Glasgow,G69 6AG,7453281015,135,5
New Wok,Chinese,32 Wardie Road,Glasgow,G33 4PD,1417810858,489,5
Crown Jewel,"Indian, Curry, Halal",293 Bank Street,Lanarkshire,ML5 1EG,1236433080,767,5
Delish,"Breakfast, British",133 Gartsherrie Road,Coatbridge,ML5 2EU,7958104738,105,3.5
Kastriots,"Greek, Italian",11 Main Street,Glasgow,G69 6SG,1413878003,311,5.5
La Ronde,Burgers,141 Gartsherrie Road,Coatbridge,ML5 2EU,1236222890,15,5.5
The Dragons Way Rutherglen,"Chinese, Oriental",43 Stonelaw Road,Glasgow,G73 3TN,1416477676,1561,5
Munchies,"Indian, Kebab, Halal",3 Cambuslang Road,Rutherglen,G73 1AP,1412618390,127,5
Clay Oven Tandoori,"Indian, Curry, Halal",17 Fenwick Road,Giffnock,G46 6AU,1416332323,3201,5
Papa John's - Shawlands,"Pizza, American",315 Kilmarnock Road,Glasgow,G43 2XS,1416321122,685,5
BRGR Giffnock,"Burgers, American",219 Fenwick Road,Giffnock,G46 6JD,2039126648,199,4.5
Skirving,"Chinese, Noodles","6 Skirving Street, Shawlands cross",Glasgow,G41 3AA,1416495568,1582,5.5
Crystal Castle,"Chinese, Oriental",1307 Pollokshaws Road,Glasgow,G41 3RP,7979508748,213,5
Da Vinci,"Pizza, Kebab, Halal",1133 Pollokshaws Road,Glasgow,G41 3YH,1416320866,646,5
Di Maggios Shawlands,"Burgers, Pizza",1038 Pollokshaws Road,Glasgow,G41 3EB,1416324194,909,5
Pizza Hub,"Pizza, Kebab, Halal",145 Kenmure Street,Glasgow,G41 2NU,1414180003,483,5
Honeymoon,"Chinese, Asian",224-226 Battlefield Road,Glasgow,G42 9HN,1416499534,1384,5
Subway - Nitshill,Sandwiches,10 Craigbank Drive,Glasgow,G53 6RA,2039126648,0,0
Cravings Ice Cream & Desserts,"Desserts, Cakes",826 Mosspark Drive,Glasgow,G52 3DA,1412584340,1251,5.5
KFC Glasgow - Nitshill Road,Chicken,Nitshill Road,Darnley,G53 7RJ,2039126648,703,4.5
Peter's Chippie,"Fish & Chips, Pizza",216 Carnwadric Road,Thornliebank,G46 8PF,1416383088,455,4.5
Kebab City,"Indian, Kebab, Halal",182 Riverford Road,Glasgow,G43 2DE,1416320032,1366,5
Hoagies,"American, Grill",1102 Cathcart Road,Glasgow,G42 9EG,1416325281,492,5.5
Lassani Tandoori,"Indian, Kebab, Halal",1154 Cathcart Road,Glasgow,G42 9EG,1416369000,361,5.5
Natural Spice,"Indian, Curry, Halal",184 Riverford Road,Glasgow,G43 2DE,1416366969,168,4.5
Yummy,"Chinese, Oriental, Halal",153 Burnfield Road,Giffnock,G46 7RA,1416370568,264,5
Mr V's Fast Food,"Fish & Chips, Pizza",118 Battlefield Road,Glasgow,G42 9JT,1416495200,375,5
Crookston Cafe and Desserts,"Café, Desserts",1371 Barrhead Road,Glasgow,G53 7DA,1412307566,398,4.5
Himalaya Restaurant,"Indian, Curry",1878b Paisley Road West,Glasgow,G52 3TN,1418823099,664,5.5
Great Wall of China,"Chinese, Noodles",114 Ayr Road,Newton Mearns,G77 6EG,1416399995,387,5
Cafe India Clarkston Road,"Indian, Curry, Halal",576 Clarkston Road,Glasgow,G44 3SQ,1416332288,1412,5
Cathay Cuisine,"Chinese, Oriental",121 Clarkston Road,Glasgow,G44 3BL,1416332659,424,4.5
Batter 'N,"Fish & Chips, Pizza",1 Kilmarnock Road,Glasgow,G41 3YN,0141 632 3552,98,5.5
Tandoori Knights,"Indian, Curry, Halal",192 Moss Park Drive,Glasgow,G52 1JS,1414199977,195,5
Persepolis Takeaway,"Italian, Kebab",142 Battlefield Road,Glasgow,G42 9JT,1416493189,83,5
800°,"Pizza, Italian",1 Station Road,Giffnock,G46 6JF,1416388311,45,5
Ashoka South Side,"Indian, Curry",268 Clarkston Road,Glasgow,G44 3EA,1416370711,26,5
"Aldwych - Fish & Chips, Pizza & Ice cream","Pizza, Fish & Chips",2129 Paisley Road West,Glasgow,G52 3JL,1418824005,400,4
Sultan Cafe,"Curry, Pizza, Halal",1154 Cathcart Road,Glasgow,G42 9EG,1416369000,7,4
Beirutstar Restaurant,"Lebanese, Grill, Halal",450 Paisley Road West,Glasgow,G51 1PX,1414277277,242,5.5
Jasmin One,"Chinese, Oriental",190A Fenwick Road,Giffnock,G46 6UE,1416200500,306,4
Cathay Cuisine (Newton Mearns) (NEW),"Chinese, Thai",128 Ayr Road,Newton Mearns,G77 6EG,1416399555,147,4.5
Aliyans,"Fish & Chips, Italian",Corkerhill Road,Glasgow,G52 1TQ,7539032950,40,4
Indian Bistro,"Indian, Curry, Halal",67 Kilmarnock Road,Glasgow,G41 3YR,0141 632 2324,37,5
Frankie & Benny's - Silverburn,"American, Italian",Unit E1,Glasgow,G53 6QR,2039126648,59,3.5
Far East Takeaway (Giffnock),"Chinese, Oriental",217 Fenwick Road,Giffnock,G46 6JD,1416388804,777,5
Kandy Krunch,"Cakes, Desserts",1480 Paisley Road West,Glasgow,G52 1SP,7704628838,703,5
Mount Cafe,"Indian, Nepalese",2 Burnfield Road,Glasgow,G46 7QB,1416387330,647,5.5
Simply Sweet,"Desserts, Ice Cream",90 Busby Road,Clarkston,G76 7AX,1416385448,163,5.5
CC's Wood-Fired Pizza,"Italian, Pizza",685 Clarkston Road,Glasgow,G44 3SE,1416378883,222,5.5
Cafe China,"Chinese, Oriental",1 Barnbeth Road,Glasgow,G53 5YR,1418826868,217,4.5
Guidos Fish & Chips,"Fish & Chips, British",74 Coustonholm Road,Glasgow,G43 1TZ,1416499344,85,5.5
Lahore Kebab House,"Indian, Kebab, Halal",196 Albert Drive,Glasgow,G41 2NH,1414292288,205,5.5
Shawlands Kitchen,"Chinese, Oriental",162-164 Kilmarnock Road,Glasgow,G41 3PG,1414407477,25,4
Happy Garden,"Chinese, Oriental",186 Riverford Road,Glasgow,G43 2DE,1416361421,217,5
The Fifteen Chinese Takeaway,"Chinese, Oriental",265 Clarkston Road,Glasgow,G44 3DT,1416373336,310,5.5
Da Vinci - Holmlea Road,"Indian, Pizza",126 Holmlea Road,Glasgow,G44 4AW,1416325272,1254,5
Pizza Mario,"Italian, Pizza",5 Croftfoot Road,Glasgow,G44 5JR,1416300777,1533,5
Foo House,"Chinese, Oriental",1121 Aikenhead Road,Glasgow,G44 5SL,1416378808,310,5
Baba G,"Indian, Pizza, Halal",253 - 255 Castlemilk Road,Glasgow,G44 4LE,1416329989,1012,5
Barbecue Palace,"Indian, Kebab, Halal",1003 Aikenhead Road,Glasgow,G44 4SF,1416365001,303,5
Golden Wok,"Chinese, Noodles",252 Castlemilk Road,Glasow,G44 4LB,1412587878,742,5
"Valentinos Fish & Chips, Pizzeria","Pizza, Fish & Chips",1007 Aikenhead Road,Glasgow,G44 4SF,1416321848,690,5
Kings Takeaway,"Indian, Pizza",352 Kings Park Avenue,Glasgow,G73 2AL,1416474488,329,5
